0.6165122 0.6092857 2.11 1.69
0.6177944 0.6076483 0.91 1.66
0.6190552 0.6213732 1.27 1.77
0.620295 0.6102666 1 1.71
0.6193753 0.6307728 1.23 1.77
0.5987321 0.6071017 1.14 1.75
0.6000443 0.6262895 2.03 1.72
0.601336 0.6224716 1.47 1.84
0.625369 0.6205705 2.01 1.79
0.5953477 0.6084123 2.13 1.87
0.5995342 0.6093606 2.28 1.9
0.5733954 0.5960925 1.38 2.09
0.5946274 0.6064742 2.58 2.09
0.6112147 0.6076822 1.31 1.95
0.5773291 0.6091311 1.7 2.94
0.553805 0.6080533 2.36 2.11
0.5455982 0.6150645 1.97 2.16
0.5471357 0.6232249 1.29 2.22
0.5579894 0.6242929 3.83 2.16
0.5593229 0.6186307 2.38 2.19
0.5633712 0.6324968 1.73 2.2
0.5561792 0.6079561 1.99 2.33
0.5518752 0.6299754 2.11 2.39
0.5531418 0.6104825 1.4 2.35
0.5711257 0.6385963 2.14 2.35
0.5502798 0.6397865 2.07 2.38
0.5514897 0.6409575 2.01 2.43
0.5526828 0.6202103 1.7 2.48
0.5538596 0.6215056 2.01 2.51
0.5550204 0.6227797 3.64 2.61
0.5427728 0.6238257 3.66 2.61
0.5396776 0.6506623 3.26 2.65
0.5403074 0.6615699 2.67 2.72
0.5416355 0.627203 2.97 2.77
0.5373945 0.6282855 2.66 2.67
0.5344908 0.6622993 3.7 2.63
0.5357982 0.6376578 2.73 2.98
0.537379 0.6386113 3.48 2.91
0.5250481 0.6397724 3.03 2.67
0.5263436 0.6294525 1.73 2.67
0.5276215 0.644369 2.44 2.55
0.5236913 0.6571715 2.34 2.67
0.5242777 0.6578056 2.58 2.86
0.5248673 0.6592137 1.64 2.71
0.5265112 0.6597105 1.52 2.83
0.5271027 0.6607067 2.31 2.89
0.5233222 0.6469251 2.02 2.88
0.5197203 0.6539696 3.03 2.86
0.5209279 0.6550089 2.55 2.78
0.5182551 0.6458771 2.28 3.24
0.5198866 0.6229084 2.28 3.08
0.5204167 0.647827 2.96 2.92
