0.164284 0.1659601 2.72 4.69
0.16428 0.1780048 2.86 4.7
0.1645584 0.1676354 2.95 4.65
0.164837 0.1687644 2.48 4.55
0.1627756 0.1564801 1.94 4.85
0.163046 0.1722906 2.39 4.87
0.1646522 0.1628201 2.72 4.81
0.1649279 0.1675093 2.75 4.96
0.1629203 0.159297 2.41 4.99
0.1631881 0.1668327 2.47 5.03
0.1634561 0.1628111 3.03 5.11
0.1637243 0.1549135 3.2 5.09
0.1639927 0.1628075 3.62 5.12
0.1620344 0.1569686 2.71 5.19
0.1620631 0.1559071 3.36 5.05
0.1623176 0.1537213 2.83 5.25
0.1625723 0.1678726 2.41 5.39
0.1612082 0.1611339 3.22 5.25
0.1614621 0.1567162 2.9 5.36
0.161959 0.1568618 3.14 5.26
0.1622196 0.1565533 2.34 5.45
0.1604487 0.1646553 2.96 5.36
0.1606861 0.1476083 3.06 5.54
0.1609237 0.1541099 2.77 5.49
0.1611616 0.1511896 2.19 5.53
0.1594036 0.1613082 2.85 5.61
0.1577086 0.1474435 3.58 5.6
0.1560735 0.1602872 2.78 5.67
0.1544956 0.1646564 3.14 5.69
0.1554141 0.1669193 2.97 5.68
0.1549202 0.1682014 3.29 5.96
0.1551333 0.175471 2.76 5.83
0.1553468 0.1659785 3.11 5.92
0.1555607 0.1597453 4.02 5.84
0.155775 0.1591844 3.57 5.85
0.1542143 0.1542363 3.3 5.96
0.1543685 0.1609871 3.52 6.01
0.1552662 0.1650055 3.23 6.08
0.1530707 0.1856305 2.35 6.19
0.1532682 0.1692044 3.66 6.04
0.1518115 0.1625076 2.83 6.16
0.1505528 0.1687329 3.2 6.19
0.1507454 0.1688068 3.07 6.28
0.149357 0.1829642 3.39 6.42
0.1495445 0.1802129 4.17 6.28
0.1495832 0.1720451 4.17 6.39
0.1483772 0.1859348 3.65 6.47
0.1470642 0.1989051 3.68 6.44
0.147242 0.1866468 3.33 6.52
0.1474203 0.1804048 3.28 6.52
0.1461374 0.1815856 3.78 6.59
0.1422032 0.1891055 3.93 6.65
0.1410473 0.1863664 3.5 6.78
0.1316132 0.1933978 3.47 6.7
0.1319565 0.2067449 3.36 6.78
0.131022 0.1852542 3.97 6.78
0.1301162 0.1774278 2.75 6.91
0.1302151 0.1885725 2.95 6.88
0.1371981 0.184266 3.47 6.91
0.1267932 0.1844344 3.86 6.99
0.1363431 0.1893358 3.89 7.02
0.1353942 0.1859644 4.42 7.13
0.1355079 0.1867215 3.73 7.06
0.1356229 0.1926882 3.17 7.2
0.135845 0.1978514 4.01 7.27
0.1348619 0.1909745 3.86 7.42
0.1339062 0.1906369 3.49 7.5
0.1340323 0.1944351 3.66 7.34
0.1330986 0.1915499 3.23 7.33
0.1332211 0.195005 3.56 7.49
0.1323086 0.1867994 4.04 7.42
0.1314926 0.1871448 2.89 7.45
0.1316012 0.1920075 4.03 7.47
0.1317108 0.1968645 3.53 7.67
0.1308531 0.1834257 4.25 7.59
0.1308915 0.1813534 4.47 7.65
0.1310049 0.1874002 4.69 7.67
0.1301475 0.1803332 3.75 7.78
0.1293127 0.1888377 3.62 7.85
0.122129 0.1902183 4.22 7.99
0.1214047 0.1942106 4.79 7.92
0.1206998 0.1940238 4.28 7.9
0.1200136 0.1926517 2.44 8.07
0.1203856 0.1937581 4.27 8.1
0.1196857 0.188062 4.47 8.06
0.1148037 0.2012522 5.71 8.1
0.1141655 0.1978452 4.34 8.31
0.1142797 0.1964781 5.38 8.21
