0.4307236 0.4240947 2.11 1.91
0.4302175 0.4118255 2.04 1.75
0.4298989 0.4046479 2.24 1.76
0.4341299 0.4074392 2.48 1.81
0.4230412 0.4273575 2.19 1.83
0.4156363 0.4554934 2.31 1.86
0.4153785 0.4203881 2.63 1.9
0.4148419 0.4073504 1.95 1.94
0.4143293 0.4387151 1.97 1.9
0.4075142 0.4042706 3.03 1.95
0.4070333 0.4008487 2.5 2.06
0.4067565 0.3786281 2.43 2.18
0.4062848 0.4074704 2.61 2.01
0.4060096 0.3891958 2.61 2.03
0.3807357 0.3905026 3.25 2.06
0.3790082 0.3876225 2.94 2.25
0.3734633 0.4078682 3.11 2.1
0.3731946 0.4020406 2.69 2.1
0.3729387 0.3980529 2.92 2.16
0.3713852 0.4006448 3.05 2.12
0.3708995 0.3956853 2.6 2.22
0.3658708 0.4147111 2.65 2.3
0.3656128 0.3915452 2.24 2.27
0.3653666 0.4087906 2.12 2.25
0.3530411 0.3773886 2.93 2.3
0.3525899 0.3793068 2.53 2.31
0.3453211 0.4171522 2.71 2.32
0.3408295 0.4198531 2.66 2.5
0.3404144 0.4066234 3.05 2.33
0.3400168 0.4203431 2.75 2.41
0.3396358 0.3903894 3.23 2.42
0.3392708 0.4248356 2.28 2.46
0.3379685 0.4235963 2.78 2.63
0.3377167 0.394425 2.96 2.52
0.3373543 0.3996269 3.15 2.52
0.3318901 0.3969502 3.35 2.56
0.3315498 0.4303505 2.91 2.96
0.3312984 0.3857849 3.33 2.64
0.3301114 0.3978611 2.8 2.66
0.3260556 0.4210246 3.21 2.67
0.3258119 0.4268414 2.98 2.74
0.3247278 0.4253972 2.81 2.83
0.3237226 0.4245516 3.05 2.75
0.3227875 0.4191338 3.13 2.83
0.3224323 0.4222987 3.01 2.83
0.3220906 0.4420159 4.07 2.88
0.3217618 0.4562703 2.82 2.87
0.3214454 0.441907 3.1 2.87
0.3211409 0.4110296 3 2.88
0.3208586 0.4078855 3.31 2.98
0.320559 0.4070606 3.78 3.06
0.3202805 0.4232074 3.31 3.18
0.320012 0.418157 3.42 3
0.3163067 0.4290271 3.54 3.07
