0.2517558 0.2517558 39.8 78.34
0.2483373 0.2514394 37.78 78.61
0.2453738 0.2486804 51.89 78.7
0.2484329 0.240909 46.18 78.77
0.2507831 0.2445437 32.97 79.55
0.2487144 0.2514916 49.2 81.89
0.2513424 0.2481071 41.29 81.63
0.2471519 0.2514695 44.07 80.19
0.2478592 0.2480179 43.55 80.9
0.2497686 0.2503616 33.9 80.8
0.2508487 0.2532996 33.47 80.53
0.2459606 0.2431077 41.15 80.46
0.2487438 0.2400572 55.74 80.81
0.2493048 0.2513975 47.64 82.54
0.2493465 0.2505664 50.22 85.08
0.2493702 0.2479446 37.29 80.58
0.2458113 0.2486132 36.56 80.89
0.2490318 0.2497532 38.55 80.9
0.2422672 0.2529413 42 82.85
0.2479861 0.2496664 38.57 81.19
0.246547 0.2513417 46.01 82.28
0.248999 0.2490708 51.88 83.63
0.2481033 0.2484756 35.75 83.25
0.2452307 0.2463632 45.79 81.59
0.2440747 0.2469399 37.8 82.05
0.2438864 0.2415213 34.08 81.78
0.2467301 0.245778 40.28 82.09
0.2465446 0.2446596 40.34 82.27
0.2436689 0.2566614 38.78 82.58
0.2462604 0.256736 40.2 84.93
0.2461736 0.2583327 36.06 85.28
0.2455532 0.2578716 45.07 83.88
0.2456068 0.2557853 33.45 83.53
0.2460976 0.2567204 39.05 84.01
0.2464337 0.2547335 38.68 84.11
0.2449682 0.2552501 55.31 84.3
0.2447622 0.2600989 36.19 84.19
0.2463348 0.2555115 40.5 85.97
0.2424909 0.2579037 44.5 86.45
0.2411914 0.2511659 40.84 84.76
0.2436847 0.2511232 47.02 84.83
0.2411978 0.2510695 41.48 85.23
0.2421744 0.251027 41.05 88.11
0.2355065 0.2493961 39.55 85.59
0.2435518 0.2493449 53.97 85.43
0.241294 0.2534282 40.33 87.47
0.2431527 0.2651101 40.68 86.81
0.2432877 0.2599222 50.71 86.13
0.2414436 0.2604763 45.83 86.31
0.2423917 0.2582553 38.83 86.46
0.2423069 0.2582702 36.55 86.59
0.2432602 0.2653398 42.89 86.58
0.2413 0.2622457 40.76 86.84
0.2403018 0.2545599 56.16 89.88
0.2446076 0.2604408 40.34 87.61
0.2399522 0.2628238 46.55 86.57
