0.1555562 0.1303431 1.69 1.42
0.1551219 0.1304691 1.33 1.39
0.1547131 0.1301234 1.49 1.47
0.1543284 0.134798 1.74 1.39
0.1610782 0.1376072 1.29 1.58
0.1530155 0.1555996 1.36 1.47
0.1526999 0.1551492 1.39 1.55
0.1508219 0.1287645 1.12 1.5
0.1512708 0.1315409 1.69 1.53
0.1509115 0.1337532 1.44 1.52
0.1505733 0.1267957 1.59 1.56
0.1502551 0.1322097 1.24 1.61
0.1567978 0.1234959 1.67 1.6
0.1565091 0.1291964 1.47 1.8
0.1562382 0.1289202 1.01 1.59
0.1559841 0.1225543 1.67 1.8
0.1540363 0.1371796 1.43 1.64
0.1441772 0.1272866 1.08 1.83
0.1439575 0.1196831 1.25 1.7
0.1437532 0.1231161 1.7 1.75
0.1426865 0.1192368 2.08 1.92
0.1424929 0.1205979 1.33 1.73
0.1486352 0.1221977 2.14 1.84
0.1494496 0.1294846 1.36 1.86
0.1490232 0.1291051 1.74 1.85
0.1470526 0.1150422 1.72 2.05
0.1468675 0.1163357 1.2 1.84
0.1465257 0.1274142 1.24 1.95
0.148221 0.1289389 2.31 2.11
0.1455678 0.1137777 1.19 1.96
0.1473375 0.1132568 2.42 2
0.1459522 0.1141319 1.63 2.14
0.1456556 0.111811 1.22 1.97
0.1459888 0.1144854 2.36 2.15
0.1456982 0.1142987 2.02 2.25
0.1397945 0.1141262 2.38 2.25
0.1396088 0.1088013 1.39 2.08
0.1394351 0.1138208 2.28 2.11
0.1392728 0.1084891 1.72 2.38
0.1391215 0.113552 1.37 2.18
0.1374969 0.1019667 2.28 2.19
0.136068 0.1012656 3.2 2.19
0.1389208 0.1002691 1.92 2.46
0.1323257 0.1063039 2.47 2.47
0.1311832 0.1022822 1.92 2.28
0.1225167 0.1088164 2.42 2.27
0.1200249 0.1111006 2.53 2.44
0.1200056 0.1048127 2.37 2.47
0.1198984 0.1051623 1.34 2.57
