0.5057407 0.5112922 3.5 4.44
0.5095745 0.5188891 3.54 4.37
0.511064 0.5227741 2.95 4.44
0.5102511 0.5127612 3.43 4.51
0.5094899 0.5198735 2.75 4.61
0.5087741 0.519161 3.63 4.61
0.5031459 0.5104496 4.75 4.58
0.5022926 0.5089262 4.02 4.61
0.5015473 0.5045732 3.84 4.66
0.5007523 0.5042645 3.41 4.71
0.4949231 0.5105733 3.59 4.74
0.4931125 0.507352 4.28 4.96
0.4924687 0.5080817 5.51 4.65
0.491743 0.5040091 2.91 4.64
0.4788862 0.5153144 3.44 4.79
0.4823123 0.5082529 3.79 4.78
0.4719475 0.4937661 4.41 4.71
0.4712723 0.493302 2.4 4.81
0.4683339 0.5009501 2.75 4.89
0.4677057 0.5051978 3.16 7.53
0.4669921 0.5029451 6.28 8.13
0.4663238 0.5022805 5 6.29
0.4672634 0.5030003 3.23 5.11
0.4662605 0.5032432 4.79 5.14
0.4656784 0.5012133 4.63 4.94
0.467318 0.5063857 5.91 5.29
0.466768 0.5071819 5.73 6.82
0.4633485 0.5070319 5.06 5.14
0.4611226 0.5018127 4.44 5.44
0.4605829 0.5012057 3.55 5.51
0.4552614 0.5077426 5.25 6.28
0.4496194 0.5085084 5.4 6.93
0.4438518 0.5078649 3.78 5.55
0.4412954 0.5095879 4.82 6.21
0.440606 0.5027865 7.05 5.98
0.4401293 0.503614 5.52 6.8
0.4376906 0.5098209 4.84 7.13
0.434286 0.5121562 5.77 6.77
0.4337642 0.5064193 5.14 6.58
0.4323905 0.5049214 4.3 5.51
0.4115779 0.5056238 7.06 6.33
0.4110432 0.5003568 5.45 5.64
0.410438 0.5092803 3.03 6
0.4072037 0.5097702 4.96 6.19
0.4067062 0.5046158 3.75 6.08
0.4060679 0.5083277 4.69 6.05
0.4035009 0.504195 5.12 6.15
0.4023233 0.5078387 4.25 6.17
0.4014661 0.5068638 6.34 6.19
0.3964467 0.5124292 3.56 6.19
0.3939224 0.5058323 5.09 6.37
0.3933909 0.5086666 3.78 6.03
0.3928597 0.5079826 3.9 6.11
0.3924067 0.5092977 4.04 6.03
0.3915714 0.5083353 4.23 6.2
0.3908003 0.5074425 3.91 6.14
0.3903251 0.5037806 4.87 6.29
0.3836499 0.5115466 4.15 6.2
0.3020636 0.512147 6.03 6.36
0.3742683 0.5175986 6.25 6.67
0.3847823 0.5127694 4.43 6.56
0.2958393 0.5052901 5.01 6.38
0.2933366 0.506657 4.37 6.54
0.2928833 0.510575 3.75 6.47
0.3669567 0.5166946 4.78 6.62
0.3664677 0.5185933 5.76 6.77
0.2908787 0.51804 3.92 6.91
0.2887544 0.5169525 7.06 6.94
0.2861751 0.5202887 4.78 6.94
0.285738 0.5164369 3.43 6.82
0.2852827 0.5182368 5 6.83
0.2843375 0.5151507 4.79 6.92
0.2838646 0.5164927 4.49 7.2
0.2833927 0.5155762 5.42 7.08
0.282961 0.5175241 5.12 7.08
0.2824911 0.5168863 4.79 7.04
0.2816262 0.5125828 6.28 7.69
0.281198 0.5106009 4.33 7.16
0.2807705 0.5110778 4.53 7.36
0.2803605 0.5103231 4.56 7.23
0.2798492 0.509829 3.97 7.28
0.2794063 0.5106255 5.13 7.55
0.2775727 0.5099169 5.06 7.48
0.2771843 0.5101501 4.81 7.6
0.3557611 0.5109445 4.51 7.36
